Date,Close,High,Low,Open,Volume,Price_Change,High_Low_Spread,Daily_Return,SMA_20,SMA_50
2020-01-02,68.43399810791016,68.43399810791016,67.32450103759766,67.42050170898438,27278000,1.0134963989257812,1.1094970703125,,,
2020-01-03,68.07599639892578,68.6875,67.36599731445312,67.4000015258789,23408000,0.675994873046875,1.321502685546875,-0.005231342883399326,,
2020-01-06,69.8905029296875,69.91600036621094,67.55000305175781,67.58149719238281,46768000,2.3090057373046875,2.365997314453125,0.026654131070351195,,
2020-01-07,69.75550079345703,70.17500305175781,69.5780029296875,70.02300262451172,34330000,-0.2675018310546875,0.5970001220703125,-0.0019316234763153695,,
2020-01-08,70.25199890136719,70.59249877929688,69.63150024414062,69.74099731445312,35314000,0.5110015869140625,0.96099853515625,0.007117691110558599,,
2020-01-09,70.989501953125,71.43399810791016,70.510498046875,71.09649658203125,33200000,-0.10699462890625,0.9235000610351562,0.010497965371679463,,
2020-01-10,71.447998046875,71.74700164794922,70.9800033569336,71.47350311279297,26258000,-0.02550506591796875,0.766998291015625,0.00645864643553562,,
2020-01-13,72.00150299072266,72.0739974975586,71.26850128173828,71.76249694824219,30730000,0.23900604248046875,0.8054962158203125,0.0077469622519656944,,
2020-01-14,71.52950286865234,72.13150024414062,71.38849639892578,72.0,26076000,-0.47049713134765625,0.7430038452148438,-0.006555420407420187,,
2020-01-15,71.95999908447266,72.03900146484375,71.58300018310547,71.6510009765625,21550000,0.30899810791015625,0.45600128173828125,0.006018442720213235,,
2020-01-16,72.50800323486328,72.53500366210938,72.0,72.27249908447266,26080000,0.235504150390625,0.535003662109375,0.007615399629832265,,
2020-01-17,73.97599792480469,74.02749633789062,72.82749938964844,73.12699890136719,52424000,0.8489990234375,1.1999969482421875,0.02024596767871789,,
2020-01-21,74.11250305175781,74.49400329589844,73.510498046875,73.94999694824219,48930000,0.162506103515625,0.9835052490234375,0.0018452623929707812,,
2020-01-22,74.19349670410156,75.02899932861328,74.13300323486328,74.48650360107422,28458000,-0.29300689697265625,0.89599609375,0.0010928473470555033,,
2020-01-23,74.2344970703125,74.67500305175781,74.01599884033203,74.37750244140625,26650000,-0.14300537109375,0.6590042114257812,0.0005526140164879845,,
2020-01-24,73.30850219726562,74.70999908447266,73.15899658203125,74.64099884033203,29786000,-1.3324966430664062,1.5510025024414062,-0.012473915896133891,,
2020-01-27,71.58650207519531,71.8290023803711,70.9749984741211,71.5770034790039,34132000,0.00949859619140625,0.85400390625,-0.02348977363412208,,
2020-01-28,72.5250015258789,72.73999786376953,71.51799774169922,72.08699798583984,29724000,0.4380035400390625,1.2220001220703125,0.01311000570607268,,
2020-01-29,72.83499908447266,73.20700073242188,72.26950073242188,72.9229965209961,21566000,-0.0879974365234375,0.9375,0.004274354389129265,,
2020-01-30,72.7125015258789,72.76249694824219,71.75,71.90499877929688,27110000,0.8075027465820312,1.0124969482421875,-0.0016818502112107003,71.81642532348633,
2020-01-31,71.63899993896484,73.4834976196289,71.35299682617188,73.39299774169922,43822000,-1.753997802734375,2.1305007934570312,-0.014763645375781675,71.97667541503907,
2020-02-03,74.12999725341797,74.31500244140625,72.83049774169922,73.0824966430664,71636000,1.0475006103515625,1.4845046997070312,0.034771525517879986,72.27937545776368,
2020-02-04,72.27050018310547,73.36699676513672,71.10150146484375,72.72450256347656,95880000,-0.45400238037109375,2.2654953002929688,-0.025084272753386094,72.39837532043457,
2020-02-05,72.30249786376953,73.22899627685547,71.48400115966797,73.18049621582031,36376000,-0.8779983520507812,1.7449951171875,0.0004427488474965102,72.52572517395019,
2020-02-06,73.79850006103516,74.0780029296875,72.52400207519531,72.5989990234375,37822000,1.1995010375976562,1.5540008544921875,0.02069087848229456,72.70305023193359,
2020-02-07,73.95549774169922,74.26249694824219,73.27050018310547,73.36949920654297,28360000,0.58599853515625,0.9919967651367188,0.0021273830841306296,72.85135002136231,
2020-02-10,75.43299865722656,75.44400024414062,73.76000213623047,73.86150360107422,38302000,1.5714950561523438,1.6839981079101562,0.019978243141405727,73.05060005187988,
2020-02-11,75.50299835205078,76.49400329589844,75.27249908447266,75.66349792480469,34852000,-0.16049957275390625,1.2215042114257812,0.000927971790466664,73.22567481994629,
2020-02-12,75.93150329589844,76.01499938964844,75.43350219726562,75.79299926757812,31042000,0.1385040283203125,0.5814971923828125,0.005675336783973028,73.44577484130859,
2020-02-13,75.66950225830078,76.29750061035156,75.19999694824219,75.5,22914000,0.16950225830078125,1.097503662109375,-0.0034504919068526485,73.63125,
2020-02-14,75.9365005493164,76.00250244140625,75.27749633789062,75.72650146484375,23198000,0.20999908447265625,0.725006103515625,0.0035284795465446717,73.80267486572265,
2020-02-18,75.97200012207031,76.52799987792969,75.55049896240234,75.71700286865234,25642000,0.25499725341796875,0.9775009155273438,0.00046749023851644367,73.90247497558593,
2020-02-19,76.24349975585938,76.53700256347656,76.04900360107422,76.36000061035156,22746000,-0.1165008544921875,0.48799896240234375,0.003573680215774422,74.00902481079102,
2020-02-20,75.84950256347656,76.35350036621094,75.21299743652344,75.95050048828125,25962000,-0.1009979248046875,1.1405029296875,-0.005167616828246846,74.09182510375976,
2020-02-21,74.1729965209961,75.54750061035156,73.92449951171875,75.22899627685547,42520000,-1.055999755859375,1.6230010986328125,-0.022103059160835548,74.08875007629395,
2020-02-24,70.99299621582031,71.81900024414062,70.3395004272461,71.15249633789062,49560000,-0.1595001220703125,1.4794998168945312,-0.04287274957639897,73.97297477722168,
2020-02-25,69.31600189208984,71.84249877929688,69.02100372314453,71.55000305175781,51580000,-2.2340011596679688,2.8214950561523438,-0.02362196854788845,73.85944976806641,
2020-02-26,69.52349853515625,70.68350219726562,68.82749938964844,69.7490005493164,49776000,-0.22550201416015625,1.8560028076171875,0.0029934883346189878,73.70937461853028,
2020-02-27,65.74749755859375,68.47000122070312,65.71199798583984,67.95700073242188,62290000,-2.209503173828125,2.7580032348632812,-0.05431258576052633,73.35499954223633,
2020-02-28,66.9625015258789,67.12249755859375,63.41049957275391,63.71549987792969,80198000,3.2470016479492188,3.7119979858398366,0.018479851133533343,73.06749954223633,
2020-03-02,69.31600189208984,69.37349700927734,66.26000213623047,67.56950378417969,55430000,1.7464981079101562,3.113494873046875,0.03514654190900246,72.95134963989258,
2020-03-03,66.88600158691406,70.40950012207031,66.46199798583984,69.88400268554688,56602000,-2.9980010986328125,3.9475021362304688,-0.03505684457910263,72.58914985656739,
2020-03-04,69.08000183105469,69.13899993896484,66.8499984741211,67.947998046875,47598000,1.1320037841796875,2.28900146484375,0.03280208402485618,72.42962493896485,
2020-03-05,65.73799896240234,67.68150329589844,65.08200073242188,67.27749633789062,54380000,-1.5394973754882812,2.5995025634765625,-0.04837873161650608,72.10139999389648,
2020-03-06,64.78700256347656,65.13749694824219,62.86050033569336,63.497501373291016,64640000,1.2895011901855469,2.276996612548828,-0.014466464053304762,71.65082511901855,
2020-03-09,60.78950119018555,62.63650131225586,59.902000427246094,60.24800109863281,69252000,0.5415000915527344,2.7345008850097656,-0.06170221209685345,70.99252529144287,
2020-03-10,63.75849914550781,63.79249954223633,60.72549819946289,62.71950149536133,54872000,1.0389976501464844,3.0670013427734375,0.04884063690592688,70.40880031585694,
2020-03-11,60.54499816894531,62.84650039672852,59.55699920654297,62.41350173950195,54732000,-1.8685035705566406,3.289501190185554,-0.05040113897958509,69.66090030670166,
2020-03-12,55.57749938964844,59.4375,55.42350006103516,56.13100051879883,94326000,-0.5535011291503906,4.013999938964837,-0.08204639407925196,68.64320011138916,
2020-03-13,60.7135009765625,60.720001220703125,55.61449813842773,58.7495002746582,79400000,1.9640007019042969,5.105503082275398,0.0924115270265411,67.89540004730225,70.69739006042481
2020-03-16,53.650001525878906,57.27349853515625,53.354000091552734,54.480499267578125,96520000,-0.8304977416992188,3.9194984436035156,-0.11634149467694754,66.78107509613037,70.40171012878417
2020-03-17,55.90299987792969,56.29999923706055,52.45500183105469,54.53200149536133,83194000,1.3709983825683594,3.8449974060058594,0.04199437629025993,65.77762508392334,70.15825019836426
2020-03-18,54.55950164794922,55.2495002746582,51.84999847412109,52.99700164794922,93044000,1.5625,3.3995018005371165,-0.02403266788748626,64.69342517852783,69.85163017272949
2020-03-19,55.58349990844727,57.63050079345703,52.77750015258789,54.4109992980957,74064000,1.1725006103515696,4.853000640869141,0.01876846799491516,63.680125045776364,69.5681901550293
2020-03-20,53.41049957275391,56.92399978637695,53.10499954223633,56.54499816894531,82878000,-3.134498596191399,3.819000244140625,-0.039094341653054476,62.64200019836426,69.23136016845703
2020-03-23,52.70650100708008,53.34550094604492,50.44350051879883,52.81850051879883,83672000,-0.11199951171875,2.9020004272460938,-0.013180902094257152,61.727675437927246,68.86570014953614
