Date,Close,High,Low,Open,Volume
2020-01-02,160.6199951171875,160.72999572753906,158.3300018310547,158.77999877929688,22622100
2020-01-03,158.6199951171875,159.9499969482422,158.05999755859375,158.32000732421875,21116200
2020-01-06,159.02999877929688,159.10000610351562,156.50999450683594,157.0800018310547,20813700
2020-01-07,157.5800018310547,159.6699981689453,157.32000732421875,159.32000732421875,21634100
2020-01-08,160.08999633789062,160.8000030517578,157.9499969482422,158.92999267578125,27746500
2020-01-09,162.08999633789062,162.22000122070312,161.02999877929688,161.83999633789062,21385000
2020-01-10,161.33999633789062,163.22000122070312,161.17999267578125,162.82000732421875,20725900
2020-01-13,163.27999877929688,163.30999755859375,161.25999450683594,161.75999450683594,21626500
2020-01-14,162.1300048828125,163.60000610351562,161.72000122070312,163.38999938964844,23477400
2020-01-15,163.17999267578125,163.94000244140625,162.57000732421875,162.6199951171875,21417900
2020-01-16,166.1699981689453,166.24000549316406,164.02999877929688,164.35000610351562,23865400
2020-01-17,167.10000610351562,167.47000122070312,165.42999267578125,167.4199981689453,34371700
2020-01-21,166.5,168.19000244140625,166.42999267578125,166.67999267578125,29517200
2020-01-22,165.6999969482422,167.49000549316406,165.67999267578125,167.39999389648438,24138800
2020-01-23,166.72000122070312,166.8000030517578,165.27000427246094,166.19000244140625,19680800
2020-01-24,165.0399932861328,167.52999877929688,164.4499969482422,167.50999450683594,24918100
2020-01-27,162.27999877929688,163.3800048828125,160.1999969482422,161.14999389648438,32078100
2020-01-28,165.4600067138672,165.75999450683594,163.07000732421875,163.77999877929688,24899900
2020-01-29,168.0399932861328,168.75,165.69000244140625,167.83999633789062,34754500
2020-01-30,172.77999877929688,174.0500030517578,170.7899932861328,174.0500030517578,51597500
2020-01-31,170.22999572753906,172.39999389648438,169.5800018310547,172.2100067138672,36142700
2020-02-03,174.3800048828125,174.5,170.39999389648438,170.42999267578125,30107000
2020-02-04,180.1199951171875,180.63999938964844,176.30999755859375,177.13999938964844,36433300
2020-02-05,179.89999389648438,184.1999969482422,178.41000366210938,184.02999877929688,39186300
2020-02-06,183.6300048828125,183.82000732421875,180.05999755859375,180.97000122070312,27751400
2020-02-07,183.88999938964844,185.6300048828125,182.47999572753903,182.8500061035156,33529100
2020-02-10,188.6999969482422,188.83999633789065,183.25,183.5800018310547,35844300
2020-02-11,184.44000244140625,190.6999969482422,183.5,190.6499938964844,53159900
2020-02-12,184.7100067138672,185.8500061035156,181.8500061035156,185.5800018310547,47062900
2020-02-13,183.7100067138672,186.22999572753903,182.8699951171875,183.0800018310547,35295800
2020-02-14,185.3500061035156,185.41000366210935,182.6499938964844,183.25,23149500
2020-02-18,187.22999572753903,187.6999969482422,185.5,185.6100006103516,27792200
2020-02-19,187.27999877929688,188.17999267578125,186.47000122070312,188.05999755859372,29997500
2020-02-20,184.4199981689453,187.25,181.1000061035156,186.9499969482422,36862400
2020-02-21,178.58999633789062,183.5,177.25,183.1699981689453,48572600
2020-02-24,170.88999938964844,174.5500030517578,163.22999572753906,167.77000427246094,68311100
2020-02-25,168.07000732421875,174.83999633789062,167.64999389648438,174.1999969482422,68073300
2020-02-26,170.1699981689453,173.25999450683594,168.2100067138672,169.7100067138672,56206100
2020-02-27,158.17999267578125,167.02999877929688,157.97999572753906,163.32000732421875,93174900
2020-02-28,162.00999450683594,163.7100067138672,152.0,152.41000366210938,97012700
2020-03-02,172.7899932861328,172.9199981689453,162.30999755859375,165.30999755859375,71030800
2020-03-03,164.50999450683594,175.0,162.25999450683594,173.8000030517578,71677000
2020-03-04,170.5500030517578,170.6999969482422,165.6199951171875,168.49000549316406,49814400
2020-03-05,166.27000427246094,170.8699951171875,165.69000244140625,166.0500030517578,47817300
2020-03-06,161.57000732421875,163.11000061035156,156.0,162.61000061035156,72821100
2020-03-09,150.6199951171875,157.75,150.0,151.0,70419300
2020-03-10,160.9199981689453,161.02999877929688,152.5800018310547,158.16000366210938,65354400
2020-03-11,153.6300048828125,157.6999969482422,151.14999389648438,157.1300048828125,56371600
2020-03-12,139.05999755859375,153.47000122070312,138.5800018310547,145.3000030517578,93226400
2020-03-13,158.8300018310547,161.91000366210938,140.72999572753906,147.5,92727400
2020-03-16,135.4199981689453,149.35000610351562,135.0,140.0,87905900
2020-03-17,146.57000732421875,147.5,135.0,140.0,81059800
2020-03-18,140.39999389648438,146.0,135.02000427246094,138.0,81593200
2020-03-19,142.7100067138672,150.14999389648438,139.0,142.77000427246094,85922700
2020-03-20,137.35000610351562,147.10000610351562,135.86000061035156,146.0,84866200
2020-03-23,135.97999572753906,140.57000732421875,132.52000427246094,137.00999450683594,78975200
2020-03-24,148.33999633789062,149.60000610351562,141.27000427246094,143.75,82516700
2020-03-25,146.9199981689453,154.3300018310547,144.44000244140625,148.91000366210938,75638200
2020-03-26,156.11000061035156,156.66000366210938,148.3699951171875,148.39999389648438,64568100
2020-03-27,149.6999969482422,154.88999938964844,149.1999969482422,151.75,57042300
2020-03-30,160.22999572753906,160.60000610351562,150.00999450683594,152.44000244140625,63420300
2020-03-31,157.7100067138672,164.77999877929688,156.55999755859375,159.39999389648438,77927200
2020-04-01,152.11000061035156,157.75,150.82000732421875,153.0,57969900
2020-04-02,155.25999450683594,155.47999572753906,150.36000061035156,151.86000061035156,49630700
2020-04-03,153.8300018310547,157.3800048828125,152.19000244140625,155.10000610351562,41243300
2020-04-06,165.27000427246094,166.5,157.5800018310547,160.32000732421875,67111700
2020-04-07,163.49000549316406,170.0,163.25999450683594,169.58999633789062,62769000
2020-04-08,165.1300048828125,166.6699981689453,163.5,165.6699981689453,48318200
2020-04-09,165.13999938964844,167.3699951171875,163.3300018310547,166.36000061035156,51385100
2020-04-13,165.50999450683594,165.57000732421875,162.3000030517578,164.35000610351562,41905300
2020-04-14,173.6999969482422,173.75,168.0,169.0,52874300
2020-04-15,171.8800048828125,173.57000732421875,169.24000549316406,171.1999969482422,40940800
2020-04-16,177.0399932861328,177.27999877929688,172.89999389648438,174.3000030517578,50479600
2020-04-17,178.60000610351562,180.0,175.8699951171875,179.5,52765600
2020-04-20,175.05999755859375,178.75,174.99000549316406,176.6300048828125,36669600
2020-04-21,167.82000732421875,173.6699981689453,166.11000061035156,173.5,56203700
2020-04-22,173.52000427246094,174.0,170.82000732421875,171.38999938964844,34620200
2020-04-23,171.4199981689453,175.05999755859375,170.91000366210938,174.11000061035156,32790800
2020-04-24,174.5500030517578,174.55999755859375,170.7100067138672,172.05999755859375,34277600
2020-04-27,174.0500030517578,176.89999389648438,173.3000030517578,176.58999633789062,33194400
2020-04-28,169.80999755859375,175.6699981689453,169.38999938964844,175.58999633789062,34392700
2020-04-29,177.42999267578125,177.67999267578125,171.8800048828125,173.22000122070312,51286600
2020-04-30,179.2100067138672,180.3999938964844,176.22999572753906,180.0,53875900
2020-05-01,174.57000732421875,178.63999938964844,174.00999450683594,175.8000030517578,39370500
2020-05-04,178.83999633789062,179.0,173.8000030517578,174.49000549316406,30372900
2020-05-05,180.75999450683597,183.6499938964844,179.89999389648438,180.6199951171875,36839200
2020-05-06,182.5399932861328,184.1999969482422,181.6300048828125,182.0800018310547,32139300
2020-05-07,183.6000061035156,184.5500030517578,182.5800018310547,184.1699981689453,28316000
2020-05-08,184.67999267578125,185.0,183.3600006103516,184.97999572753903,30877800
2020-05-11,186.7400054931641,187.50999450683597,182.8500061035156,183.1499938964844,30892700
2020-05-12,182.50999450683597,187.0399932861328,182.3000030517578,186.8000030517578,32038200
2020-05-13,179.75,184.0500030517578,176.5399932861328,182.5500030517578,44711500
2020-05-14,180.52999877929688,180.69000244140625,175.67999267578125,177.5399932861328,41873900
2020-05-15,183.16000366210935,187.05999755859372,177.0,179.05999755859375,46610400
2020-05-18,184.91000366210935,186.1999969482422,183.9600067138672,185.75,35264500
2020-05-19,183.6300048828125,186.6000061035156,183.4900054931641,185.02999877929688,26799100
2020-05-20,185.66000366210935,185.8500061035156,183.94000244140625,184.80999755859372,31261300
2020-05-21,183.42999267578125,186.6699981689453,183.2899932861328,185.3999938964844,29119500
2020-05-22,183.50999450683597,184.4600067138672,182.5399932861328,183.19000244140625,20826900
2020-05-26,181.57000732421875,186.5,181.1000061035156,186.33999633789065,36073600
2020-05-27,181.80999755859372,181.9900054931641,176.60000610351562,180.1999969482422,39517100
2020-05-28,181.3999938964844,184.1499938964844,180.3800048828125,180.7400054931641,33810200
2020-05-29,183.25,184.2700042724609,180.41000366210935,182.72999572753903,42130400
2020-06-01,182.8300018310547,183.0,181.4600067138672,182.5399932861328,22622400
2020-06-02,184.91000366210935,185.0,181.3500061035156,184.25,30794600
2020-06-03,185.3600006103516,185.94000244140625,183.5800018310547,184.82000732421875,27311000
2020-06-04,182.9199981689453,185.83999633789065,182.3000030517578,184.3000030517578,28761800
2020-06-05,187.1999969482422,187.72999572753903,182.00999450683597,182.6199951171875,39893600
2020-06-08,188.3600006103516,188.5500030517578,184.44000244140625,185.94000244140625,33211600
2020-06-09,189.8000030517578,190.6999969482422,187.25999450683597,188.0,29783900
2020-06-10,196.83999633789065,198.5200042724609,191.00999450683597,191.1300048828125,43872300
